epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_loss
,0.0001,9,,,
0,,9,,1.1580835580825806,
,0.0001,19,,,
0,,19,,1.1262511014938354,
,0.0001,29,,,
0,,29,,1.1373929977416992,
,0.0001,39,,,
0,,39,,1.1123946905136108,
,0.0001,49,,,
0,,49,,1.1250462532043457,
,0.0001,59,,,
0,,59,,1.1086589097976685,
,0.0001,69,,,
0,,69,,1.1076565980911255,
,0.0001,79,,,
0,,79,,1.1155002117156982,
,0.0001,89,,,
0,,89,,1.088584303855896,
,0.0001,99,,,
0,,99,,1.0926073789596558,
,0.0001,109,,,
0,,109,,1.0874167680740356,
,0.0001,119,,,
0,,119,,1.088502287864685,
,0.0001,129,,,
0,,129,,1.0893529653549194,
,0.0001,139,,,
0,,139,,1.0934184789657593,
,0.0001,149,,,
0,,149,,1.0812345743179321,
,0.0001,159,,,
0,,159,,1.0959997177124023,
,0.0001,169,,,
0,,169,,1.0834449529647827,
,0.0001,179,,,
0,,179,,1.0936055183410645,
,0.0001,189,,,
0,,189,,1.0866531133651733,
,0.0001,199,,,
0,,199,,1.083965539932251,
,0.0001,209,,,
0,,209,,1.1194530725479126,
,0.0001,219,,,
0,,219,,1.067509651184082,
,0.0001,229,,,
0,,229,,1.0888456106185913,
,0.0001,239,,,
0,,239,,1.0725829601287842,
,0.0001,249,,,
0,,249,,1.0814265012741089,
,0.0001,259,,,
0,,259,,1.0956556797027588,
,0.0001,269,,,
0,,269,,1.0824635028839111,
,0.0001,279,,,
0,,279,,1.0713077783584595,
,0.0001,289,,,
0,,289,,1.078640103340149,
,0.0001,299,,,
0,,299,,1.0664891004562378,
,0.0001,309,,,
0,,309,,1.0701892375946045,
,0.0001,319,,,
0,,319,,1.071955919265747,
,0.0001,329,,,
0,,329,,1.0719407796859741,
,0.0001,339,,,
0,,339,,1.073581337928772,
,0.0001,349,,,
0,,349,,1.0725913047790527,
,0.0001,359,,,
0,,359,,1.0736846923828125,
,0.0001,369,,,
0,,369,,1.0760583877563477,
,0.0001,379,,,
0,,379,,1.0857741832733154,
,0.0001,389,,,
0,,389,,1.0779072046279907,
,0.0001,399,,,
0,,399,,1.0804685354232788,
,0.0001,409,,,
0,,409,,1.0889053344726562,
,0.0001,419,,,
0,,419,,1.0697178840637207,
,0.0001,429,,,
0,,429,,1.0896419286727905,
,0.0001,439,,,
0,,439,,1.0727707147598267,
,0.0001,449,,,
0,,449,,1.0587255954742432,
,0.0001,459,,,
0,,459,,1.0596121549606323,
,0.0001,469,,,
0,,469,,1.0583348274230957,
,0.0001,479,,,
0,,479,,1.05998957157135,
,0.0001,489,,,
0,,489,,1.0670796632766724,
,0.0001,499,,,
0,,499,,1.0683733224868774,
,0.0001,509,,,
0,,509,,1.0737106800079346,
,0.0001,519,,,
0,,519,,1.066188097000122,
,0.0001,529,,,
0,,529,,1.0718019008636475,
,0.0001,539,,,
0,,539,,1.07467782497406,
,0.0001,549,,,
0,,549,,1.0781656503677368,
,0.0001,559,,,
0,,559,,1.0627906322479248,
,0.0001,569,,,
0,,569,,1.0704485177993774,
,0.0001,579,,,
0,,579,,1.0614677667617798,
,0.0001,589,,,
0,,589,,1.0592159032821655,
,0.0001,599,,,
0,,599,,1.0687843561172485,
,0.0001,609,,,
0,,609,,1.0668803453445435,
,0.0001,619,,,
0,,619,,1.060476541519165,
,0.0001,629,,,
0,,629,,1.065998911857605,
,0.0001,639,,,
0,,639,,1.0715868473052979,
,0.0001,649,,,
0,,649,,1.0672587156295776,
,0.0001,659,,,
0,,659,,1.0702931880950928,
,0.0001,669,,,
0,,669,,1.0632944107055664,
,0.0001,679,,,
0,,679,,1.0715986490249634,
,0.0001,689,,,
0,,689,,1.0581389665603638,
,0.0001,699,,,
0,,699,,1.0498050451278687,
,0.0001,709,,,
0,,709,,1.054939866065979,
,0.0001,719,,,
0,,719,,1.0483498573303223,
,0.0001,729,,,
0,,729,,1.0562684535980225,
,0.0001,739,,,
0,,739,,1.0528360605239868,
,0.0001,749,,,
0,,749,,1.0600359439849854,
,0.0001,759,,,
0,,759,,1.0541185140609741,
,0.0001,769,,,
0,,769,,1.0497223138809204,
,0.0001,779,,,
0,,779,,1.0500099658966064,
,0.0001,789,,,
0,,789,,1.0578621625900269,
,0.0001,799,,,
0,,799,,1.0666155815124512,
,0.0001,809,,,
0,,809,,1.0563790798187256,
,0.0001,819,,,
0,,819,,1.0510358810424805,
,0.0001,829,,,
0,,829,,1.0530965328216553,
,0.0001,839,,,
0,,839,,1.0467517375946045,
,0.0001,849,,,
0,,849,,1.05454683303833,
,0.0001,859,,,
0,,859,,1.055229663848877,
,0.0001,869,,,
0,,869,,1.0608184337615967,
,0.0001,879,,,
0,,879,,1.0519572496414185,
,0.0001,889,,,
0,,889,,1.0582669973373413,
,0.0001,899,,,
0,,899,,1.0655484199523926,
,0.0001,909,,,
0,,909,,1.051156759262085,
,0.0001,919,,,
0,,919,,1.0470608472824097,
,0.0001,929,,,
0,,929,,1.0574150085449219,
,0.0001,939,,,
0,,939,,1.0620890855789185,
,0.0001,949,,,
0,,949,,1.0441781282424927,
,0.0001,959,,,
0,,959,,1.0421695709228516,
,0.0001,969,,,
0,,969,,1.0516897439956665,
,0.0001,979,,,
0,,979,,1.046805500984192,
,0.0001,989,,,
0,,989,,1.0477098226547241,
,0.0001,999,,,
0,,999,,1.0523078441619873,
,0.0001,1009,,,
0,,1009,,1.045957326889038,
,0.0001,1019,,,
0,,1019,,1.0390946865081787,
,0.0001,1029,,,
0,,1029,,1.0581417083740234,
,0.0001,1039,,,
0,,1039,,1.0396558046340942,
,0.0001,1049,,,
0,,1049,,1.0510730743408203,
,0.0001,1059,,,
0,,1059,,1.0515649318695068,
,0.0001,1069,,,
0,,1069,,1.0664466619491577,
,0.0001,1079,,,
0,,1079,,1.0698931217193604,
,0.0001,1089,,,
0,,1089,,1.0440709590911865,
,0.0001,1099,,,
0,,1099,,1.060173749923706,
,0.0001,1109,,,
0,,1109,,1.0537025928497314,
,0.0001,1119,,,
0,,1119,,1.056660771369934,
,0.0001,1129,,,
0,,1129,,1.0534006357192993,
,0.0001,1139,,,
0,,1139,,1.0423184633255005,
,0.0001,1149,,,
0,,1149,,1.0390373468399048,
,0.0001,1159,,,
0,,1159,,1.054013729095459,
,0.0001,1169,,,
0,,1169,,1.058350682258606,
,0.0001,1179,,,
0,,1179,,1.0424169301986694,
,0.0001,1189,,,
0,,1189,,1.0433391332626343,
,0.0001,1199,,,
0,,1199,,1.0545302629470825,
,0.0001,1209,,,
0,,1209,,1.039953589439392,
,0.0001,1219,,,
0,,1219,,1.0539686679840088,
,0.0001,1229,,,
0,,1229,,1.0326619148254395,
0,,1229,,,1.0502324104309082
0,,1229,1.0689942836761475,,
,0.0001,1239,,,
1,,1239,,1.0460141897201538,
,0.0001,1249,,,
1,,1249,,1.0545021295547485,
,0.0001,1259,,,
1,,1259,,1.0487756729125977,
,0.0001,1269,,,
1,,1269,,1.0424805879592896,
,0.0001,1279,,,
1,,1279,,1.0442765951156616,
,0.0001,1289,,,
1,,1289,,1.037466049194336,
,0.0001,1299,,,
1,,1299,,1.050456166267395,
,0.0001,1309,,,
1,,1309,,1.0382905006408691,
,0.0001,1319,,,
1,,1319,,1.0457069873809814,
,0.0001,1329,,,
1,,1329,,1.0507861375808716,
,0.0001,1339,,,
1,,1339,,1.0470030307769775,
,0.0001,1349,,,
1,,1349,,1.0471878051757812,
,0.0001,1359,,,
1,,1359,,1.0419039726257324,
,0.0001,1369,,,
1,,1369,,1.0480613708496094,
,0.0001,1379,,,
1,,1379,,1.0429823398590088,
,0.0001,1389,,,
1,,1389,,1.0471141338348389,
,0.0001,1399,,,
1,,1399,,1.0510715246200562,
,0.0001,1409,,,
1,,1409,,1.0378950834274292,
,0.0001,1419,,,
1,,1419,,1.0397802591323853,
,0.0001,1429,,,
1,,1429,,1.042754054069519,
,0.0001,1439,,,
1,,1439,,1.0471960306167603,
,0.0001,1449,,,
1,,1449,,1.04185950756073,
,0.0001,1459,,,
1,,1459,,1.0472368001937866,
,0.0001,1469,,,
1,,1469,,1.0390567779541016,
,0.0001,1479,,,
1,,1479,,1.045381784439087,
,0.0001,1489,,,
1,,1489,,1.0478851795196533,
,0.0001,1499,,,
1,,1499,,1.038527488708496,
,0.0001,1509,,,
1,,1509,,1.0612843036651611,
,0.0001,1519,,,
1,,1519,,1.0497280359268188,
,0.0001,1529,,,
1,,1529,,1.049668312072754,
,0.0001,1539,,,
1,,1539,,1.0442173480987549,
,0.0001,1549,,,
1,,1549,,1.0434280633926392,
,0.0001,1559,,,
1,,1559,,1.0452200174331665,
,0.0001,1569,,,
1,,1569,,1.0357444286346436,
,0.0001,1579,,,
1,,1579,,1.041827917098999,
,0.0001,1589,,,
1,,1589,,1.0430442094802856,
,0.0001,1599,,,
1,,1599,,1.0342358350753784,
,0.0001,1609,,,
1,,1609,,1.0402107238769531,
,0.0001,1619,,,
1,,1619,,1.0512171983718872,
,0.0001,1629,,,
1,,1629,,1.0330723524093628,
,0.0001,1639,,,
1,,1639,,1.0401949882507324,
,0.0001,1649,,,
1,,1649,,1.044397234916687,
,0.0001,1659,,,
1,,1659,,1.0466508865356445,
,0.0001,1669,,,
1,,1669,,1.0483112335205078,
,0.0001,1679,,,
1,,1679,,1.0344033241271973,
,0.0001,1689,,,
1,,1689,,1.0445832014083862,
,0.0001,1699,,,
1,,1699,,1.0472480058670044,
,0.0001,1709,,,
1,,1709,,1.0421884059906006,
,0.0001,1719,,,
1,,1719,,1.0368311405181885,
,0.0001,1729,,,
1,,1729,,1.0381196737289429,
,0.0001,1739,,,
1,,1739,,1.0544393062591553,
,0.0001,1749,,,
1,,1749,,1.041570782661438,
,0.0001,1759,,,
1,,1759,,1.0364142656326294,
,0.0001,1769,,,
1,,1769,,1.039265513420105,
,0.0001,1779,,,
1,,1779,,1.0395491123199463,
,0.0001,1789,,,
1,,1789,,1.0423533916473389,
,0.0001,1799,,,
1,,1799,,1.042664885520935,
,0.0001,1809,,,
1,,1809,,1.0436556339263916,
,0.0001,1819,,,
1,,1819,,1.0613079071044922,
,0.0001,1829,,,
1,,1829,,1.0436714887619019,
,0.0001,1839,,,
1,,1839,,1.0400947332382202,
,0.0001,1849,,,
1,,1849,,1.0471969842910767,
,0.0001,1859,,,
1,,1859,,1.0559262037277222,
,0.0001,1869,,,
1,,1869,,1.0479105710983276,
,0.0001,1879,,,
1,,1879,,1.0607432126998901,
,0.0001,1889,,,
1,,1889,,1.0386589765548706,
,0.0001,1899,,,
1,,1899,,1.0536249876022339,
,0.0001,1909,,,
1,,1909,,1.0356225967407227,
,0.0001,1919,,,
1,,1919,,1.0380237102508545,
,0.0001,1929,,,
1,,1929,,1.054051399230957,
,0.0001,1939,,,
1,,1939,,1.0395509004592896,
,0.0001,1949,,,
1,,1949,,1.035293459892273,
,0.0001,1959,,,
1,,1959,,1.0474659204483032,
,0.0001,1969,,,
1,,1969,,1.041727900505066,
,0.0001,1979,,,
1,,1979,,1.0422779321670532,
,0.0001,1989,,,
1,,1989,,1.0416184663772583,
,0.0001,1999,,,
1,,1999,,1.0405946969985962,
,0.0001,2009,,,
1,,2009,,1.0354043245315552,
,0.0001,2019,,,
1,,2019,,1.038883924484253,
,0.0001,2029,,,
1,,2029,,1.0570586919784546,
,0.0001,2039,,,
1,,2039,,1.039726734161377,
,0.0001,2049,,,
1,,2049,,1.0528382062911987,
,0.0001,2059,,,
1,,2059,,1.0433387756347656,
,0.0001,2069,,,
1,,2069,,1.04439115524292,
,0.0001,2079,,,
1,,2079,,1.054940104484558,
,0.0001,2089,,,
1,,2089,,1.0507335662841797,
,0.0001,2099,,,
1,,2099,,1.0445911884307861,
,0.0001,2109,,,
1,,2109,,1.0562541484832764,
,0.0001,2119,,,
1,,2119,,1.0474456548690796,
,0.0001,2129,,,
1,,2129,,1.0437260866165161,
,0.0001,2139,,,
1,,2139,,1.0437510013580322,
,0.0001,2149,,,
1,,2149,,1.0402779579162598,
,0.0001,2159,,,
1,,2159,,1.0358591079711914,
,0.0001,2169,,,
1,,2169,,1.0528907775878906,
,0.0001,2179,,,
1,,2179,,1.035571813583374,
,0.0001,2189,,,
1,,2189,,1.027560830116272,
,0.0001,2199,,,
1,,2199,,1.0415703058242798,
,0.0001,2209,,,
1,,2209,,1.0489345788955688,
,0.0001,2219,,,
1,,2219,,1.0383883714675903,
,0.0001,2229,,,
1,,2229,,1.0408592224121094,
,0.0001,2239,,,
1,,2239,,1.0515563488006592,
,0.0001,2249,,,
1,,2249,,1.046349048614502,
,0.0001,2259,,,
1,,2259,,1.0387438535690308,
,0.0001,2269,,,
1,,2269,,1.0472991466522217,
,0.0001,2279,,,
1,,2279,,1.0422440767288208,
,0.0001,2289,,,
1,,2289,,1.0372453927993774,
,0.0001,2299,,,
1,,2299,,1.04881751537323,
,0.0001,2309,,,
1,,2309,,1.0488742589950562,
,0.0001,2319,,,
1,,2319,,1.0351881980895996,
,0.0001,2329,,,
1,,2329,,1.0284030437469482,
,0.0001,2339,,,
1,,2339,,1.0432828664779663,
,0.0001,2349,,,
1,,2349,,1.0526313781738281,
,0.0001,2359,,,
1,,2359,,1.0460158586502075,
,0.0001,2369,,,
1,,2369,,1.0372413396835327,
,0.0001,2379,,,
1,,2379,,1.0412116050720215,
,0.0001,2389,,,
1,,2389,,1.0444669723510742,
,0.0001,2399,,,
1,,2399,,1.036251187324524,
,0.0001,2409,,,
1,,2409,,1.042964220046997,
,0.0001,2419,,,
1,,2419,,1.0447558164596558,
,0.0001,2429,,,
1,,2429,,1.0371114015579224,
,0.0001,2439,,,
1,,2439,,1.0285098552703857,
,0.0001,2449,,,
1,,2449,,1.0440541505813599,
,0.0001,2459,,,
1,,2459,,1.0454963445663452,
1,,2459,,,1.0413297414779663
1,,2459,1.0443763732910156,,
,0.0001,2469,,,
2,,2469,,1.0438557863235474,
,0.0001,2479,,,
2,,2479,,1.0404947996139526,
,0.0001,2489,,,
2,,2489,,1.0559349060058594,
,0.0001,2499,,,
2,,2499,,1.034232258796692,
,0.0001,2509,,,
2,,2509,,1.0404287576675415,
,0.0001,2519,,,
2,,2519,,1.041497826576233,
,0.0001,2529,,,
2,,2529,,1.0448251962661743,
,0.0001,2539,,,
2,,2539,,1.0412242412567139,
,0.0001,2549,,,
2,,2549,,1.0435187816619873,
,0.0001,2559,,,
2,,2559,,1.0383152961730957,
,0.0001,2569,,,
2,,2569,,1.038469910621643,
,0.0001,2579,,,
2,,2579,,1.050477147102356,
,0.0001,2589,,,
2,,2589,,1.0291545391082764,
,0.0001,2599,,,
2,,2599,,1.0374755859375,
,0.0001,2609,,,
2,,2609,,1.03876793384552,
,0.0001,2619,,,
2,,2619,,1.0394870042800903,
,0.0001,2629,,,
2,,2629,,1.0372732877731323,
,0.0001,2639,,,
2,,2639,,1.0338770151138306,
,0.0001,2649,,,
2,,2649,,1.0333207845687866,
,0.0001,2659,,,
2,,2659,,1.038016676902771,
,0.0001,2669,,,
2,,2669,,1.0376455783843994,
,0.0001,2679,,,
2,,2679,,1.0468297004699707,
,0.0001,2689,,,
2,,2689,,1.0449903011322021,
,0.0001,2699,,,
2,,2699,,1.036917805671692,
,0.0001,2709,,,
2,,2709,,1.0366102457046509,
,0.0001,2719,,,
2,,2719,,1.042394757270813,
,0.0001,2729,,,
2,,2729,,1.0448905229568481,
,0.0001,2739,,,
2,,2739,,1.0392460823059082,
,0.0001,2749,,,
2,,2749,,1.0361034870147705,
,0.0001,2759,,,
2,,2759,,1.0352743864059448,
,0.0001,2769,,,
2,,2769,,1.0376752614974976,
,0.0001,2779,,,
2,,2779,,1.0355052947998047,
,0.0001,2789,,,
2,,2789,,1.0459494590759277,
,0.0001,2799,,,
2,,2799,,1.0412750244140625,
,0.0001,2809,,,
2,,2809,,1.046337604522705,
,0.0001,2819,,,
2,,2819,,1.0476927757263184,
,0.0001,2829,,,
2,,2829,,1.0324287414550781,
,0.0001,2839,,,
2,,2839,,1.03657066822052,
,0.0001,2849,,,
2,,2849,,1.0387506484985352,
,0.0001,2859,,,
2,,2859,,1.0303106307983398,
,0.0001,2869,,,
2,,2869,,1.0394419431686401,
,0.0001,2879,,,
2,,2879,,1.0348877906799316,
,0.0001,2889,,,
2,,2889,,1.0325576066970825,
,0.0001,2899,,,
2,,2899,,1.0471338033676147,
,0.0001,2909,,,
2,,2909,,1.0291976928710938,
,0.0001,2919,,,
2,,2919,,1.0399872064590454,
,0.0001,2929,,,
2,,2929,,1.0326014757156372,
,0.0001,2939,,,
2,,2939,,1.0461695194244385,
,0.0001,2949,,,
2,,2949,,1.049647569656372,
,0.0001,2959,,,
2,,2959,,1.0290884971618652,
,0.0001,2969,,,
2,,2969,,1.0294121503829956,
,0.0001,2979,,,
2,,2979,,1.0364145040512085,
,0.0001,2989,,,
2,,2989,,1.0288670063018799,
,0.0001,2999,,,
2,,2999,,1.037387728691101,
,0.0001,3009,,,
2,,3009,,1.0588665008544922,
,0.0001,3019,,,
2,,3019,,1.0432347059249878,
,0.0001,3029,,,
2,,3029,,1.031231164932251,
,0.0001,3039,,,
2,,3039,,1.0383167266845703,
,0.0001,3049,,,
2,,3049,,1.0449697971343994,
,0.0001,3059,,,
2,,3059,,1.0462515354156494,
,0.0001,3069,,,
2,,3069,,1.0422711372375488,
,0.0001,3079,,,
2,,3079,,1.0350003242492676,
,0.0001,3089,,,
2,,3089,,1.037736177444458,
,0.0001,3099,,,
2,,3099,,1.0364643335342407,
,0.0001,3109,,,
2,,3109,,1.030887246131897,
,0.0001,3119,,,
2,,3119,,1.0512326955795288,
,0.0001,3129,,,
2,,3129,,1.0463025569915771,
,0.0001,3139,,,
2,,3139,,1.02989661693573,
,0.0001,3149,,,
2,,3149,,1.0325666666030884,
,0.0001,3159,,,
2,,3159,,1.0259734392166138,
,0.0001,3169,,,
2,,3169,,1.0323448181152344,
,0.0001,3179,,,
2,,3179,,1.0384013652801514,
,0.0001,3189,,,
2,,3189,,1.0349488258361816,
,0.0001,3199,,,
2,,3199,,1.0393527746200562,
,0.0001,3209,,,
2,,3209,,1.03525710105896,
,0.0001,3219,,,
2,,3219,,1.0475409030914307,
,0.0001,3229,,,
2,,3229,,1.058863878250122,
,0.0001,3239,,,
2,,3239,,1.0258643627166748,
,0.0001,3249,,,
2,,3249,,1.0318058729171753,
,0.0001,3259,,,
2,,3259,,1.0438272953033447,
,0.0001,3269,,,
2,,3269,,1.0445784330368042,
,0.0001,3279,,,
2,,3279,,1.024240255355835,
,0.0001,3289,,,
2,,3289,,1.0377994775772095,
,0.0001,3299,,,
2,,3299,,1.034550428390503,
,0.0001,3309,,,
2,,3309,,1.0394861698150635,
,0.0001,3319,,,
2,,3319,,1.0349892377853394,
,0.0001,3329,,,
2,,3329,,1.040135145187378,
,0.0001,3339,,,
2,,3339,,1.0371880531311035,
,0.0001,3349,,,
2,,3349,,1.0349057912826538,
,0.0001,3359,,,
2,,3359,,1.0485725402832031,
,0.0001,3369,,,
2,,3369,,1.0325785875320435,
,0.0001,3379,,,
2,,3379,,1.025165319442749,
,0.0001,3389,,,
2,,3389,,1.0350652933120728,
,0.0001,3399,,,
2,,3399,,1.0343555212020874,
,0.0001,3409,,,
2,,3409,,1.0304354429244995,
,0.0001,3419,,,
2,,3419,,1.0327427387237549,
,0.0001,3429,,,
2,,3429,,1.034851312637329,
,0.0001,3439,,,
2,,3439,,1.03462553024292,
,0.0001,3449,,,
2,,3449,,1.0373133420944214,
,0.0001,3459,,,
2,,3459,,1.0341814756393433,
,0.0001,3469,,,
2,,3469,,1.0321812629699707,
,0.0001,3479,,,
2,,3479,,1.0414791107177734,
,0.0001,3489,,,
2,,3489,,1.0351426601409912,
,0.0001,3499,,,
2,,3499,,1.034612774848938,
,0.0001,3509,,,
2,,3509,,1.034633755683899,
,0.0001,3519,,,
2,,3519,,1.0360324382781982,
,0.0001,3529,,,
2,,3529,,1.0508975982666016,
,0.0001,3539,,,
2,,3539,,1.0426806211471558,
,0.0001,3549,,,
2,,3549,,1.0305136442184448,
,0.0001,3559,,,
2,,3559,,1.0370099544525146,
,0.0001,3569,,,
2,,3569,,1.0333105325698853,
,0.0001,3579,,,
2,,3579,,1.0441722869873047,
,0.0001,3589,,,
2,,3589,,1.028733491897583,
,0.0001,3599,,,
2,,3599,,1.0460784435272217,
,0.0001,3609,,,
2,,3609,,1.0386279821395874,
,0.0001,3619,,,
2,,3619,,1.0404292345046997,
,0.0001,3629,,,
2,,3629,,1.0430188179016113,
,0.0001,3639,,,
2,,3639,,1.0339336395263672,
,0.0001,3649,,,
2,,3649,,1.0300710201263428,
,0.0001,3659,,,
2,,3659,,1.0314515829086304,
,0.0001,3669,,,
2,,3669,,1.029634952545166,
,0.0001,3679,,,
2,,3679,,1.0356918573379517,
,0.0001,3689,,,
2,,3689,,1.0386766195297241,
2,,3689,,,1.037636160850525
2,,3689,1.0382672548294067,,
,0.0001,3699,,,
3,,3699,,1.0301095247268677,
,0.0001,3709,,,
3,,3709,,1.0367482900619507,
,0.0001,3719,,,
3,,3719,,1.0348255634307861,
,0.0001,3729,,,
3,,3729,,1.0310583114624023,
,0.0001,3739,,,
3,,3739,,1.0368553400039673,
,0.0001,3749,,,
3,,3749,,1.0418057441711426,
,0.0001,3759,,,
3,,3759,,1.0419683456420898,
,0.0001,3769,,,
3,,3769,,1.0346152782440186,
,0.0001,3779,,,
3,,3779,,1.0426727533340454,
,0.0001,3789,,,
3,,3789,,1.0434746742248535,
,0.0001,3799,,,
3,,3799,,1.0286877155303955,
,0.0001,3809,,,
3,,3809,,1.0351572036743164,
,0.0001,3819,,,
3,,3819,,1.0399988889694214,
,0.0001,3829,,,
3,,3829,,1.040752649307251,
,0.0001,3839,,,
3,,3839,,1.0361591577529907,
,0.0001,3849,,,
3,,3849,,1.0344700813293457,
,0.0001,3859,,,
3,,3859,,1.04375159740448,
,0.0001,3869,,,
3,,3869,,1.034783124923706,
,0.0001,3879,,,
3,,3879,,1.0285794734954834,
,0.0001,3889,,,
3,,3889,,1.0396442413330078,
,0.0001,3899,,,
3,,3899,,1.0372573137283325,
,0.0001,3909,,,
3,,3909,,1.0343151092529297,
,0.0001,3919,,,
3,,3919,,1.0348697900772095,
,0.0001,3929,,,
3,,3929,,1.0403099060058594,
,0.0001,3939,,,
3,,3939,,1.0328134298324585,
,0.0001,3949,,,
3,,3949,,1.0454540252685547,
,0.0001,3959,,,
3,,3959,,1.0416120290756226,
,0.0001,3969,,,
3,,3969,,1.0325556993484497,
,0.0001,3979,,,
3,,3979,,1.0285258293151855,
,0.0001,3989,,,
3,,3989,,1.0371923446655273,
,0.0001,3999,,,
3,,3999,,1.0333184003829956,
,0.0001,4009,,,
3,,4009,,1.0332188606262207,
,0.0001,4019,,,
3,,4019,,1.036643147468567,
,0.0001,4029,,,
3,,4029,,1.0339264869689941,
,0.0001,4039,,,
3,,4039,,1.0422226190567017,
,0.0001,4049,,,
3,,4049,,1.0397056341171265,
,0.0001,4059,,,
3,,4059,,1.0420641899108887,
,0.0001,4069,,,
3,,4069,,1.0328986644744873,
,0.0001,4079,,,
3,,4079,,1.0348072052001953,
,0.0001,4089,,,
3,,4089,,1.0309497117996216,
,0.0001,4099,,,
3,,4099,,1.0352498292922974,
,0.0001,4109,,,
3,,4109,,1.0342702865600586,
,0.0001,4119,,,
3,,4119,,1.0300970077514648,
,0.0001,4129,,,
3,,4129,,1.0400669574737549,
,0.0001,4139,,,
3,,4139,,1.058418869972229,
,0.0001,4149,,,
3,,4149,,1.0267210006713867,
,0.0001,4159,,,
